electricity_kwh,lpg_kg,fuel_litres,flights_year,public_transport,meat_days_week,waste_kg_week,brands_used,brand_co2,total_CO2,category
645.2190056603122,12.965520488540793,34.23833591810504,14,9,4,14.110189101052192,"Amazon, None",8.5,886.877916045199,High
127.21649715465911,17.540938492154993,126.14308423988605,11,14,6,15.864884775526393,"None, H&M/Zara, Apple/Samsung",26.3,697.0795040186149,Medium
886.3511449461623,7.6212429357113205,119.24159251317406,16,37,4,4.1980150571623565,None,0.0,1182.5661003289135,High
98.92528449219363,11.7984635654763,12.970597098960113,11,19,3,16.42793810937989,"Apple/Samsung, Uber/Ola",21.8,343.8194369038304,Medium
577.1957447885799,17.412016851514235,53.38643956915126,15,28,3,1.1370670638965987,Amazon,8.5,809.9159219363605,High
790.7259489213658,4.296281282082692,78.18832457785625,12,5,5,11.071112399508127,"McDonalds/KFC, Netflix",10.299999999999999,1031.7443543093223,High
160.99299959014715,9.714827132337085,48.97770589539603,10,47,6,10.818988907618804,H&M/Zara,11.3,457.4694481666737,Medium
434.25625412517905,19.214836434573378,48.63233755908816,14,8,6,12.852607184284574,Apple/Samsung,15.0,744.0401558433388,High
89.8526439155476,9.472036029893689,114.58969473948366,15,50,0,5.554310076358824,"Amazon, None",8.5,488.70532173323215,Medium
698.6149484729613,5.056588903910805,94.1718034120878,5,49,5,1.187279768673827,"Netflix, None, Uber/Ola",8.0,925.0503463743148,High
342.07711521328434,7.021524774864765,133.4584363456016,10,4,0,9.640495406686588,Amazon,8.5,736.5524570588678,High
581.4254824065465,17.70168238746893,191.28141742198338,14,47,1,2.356718013906836,Zomato/Swiggy,4.2,1060.520058354613,High
936.0956568993436,19.097660775351006,132.11120892024238,4,38,0,17.951683849330497,Apple/Samsung,15.0,1284.3340049475828,High
340.56520259510023,19.002152853722784,116.41918645650836,2,18,6,4.299660188094294,"McDonalds/KFC, Amazon, None",17.6,701.0867222046,High
96.19609805351381,13.978847839371424,169.51189833309954,1,4,1,9.079426382474551,Amazon,8.5,550.4363545976715,Medium
691.8463793137654,10.19203777649225,126.41462211340715,0,19,1,9.246007414567291,"Uber/Ola, Apple/Samsung, H&M/Zara",33.1,1006.8322671773634,High
797.4990777884591,3.6537786981468368,33.1122540617602,14,10,0,11.50442830892589,"Uber/Ola, Zomato/Swiggy, Netflix",12.2,940.4686503274953,High
959.9751318836973,2.464420241409291,62.949739891692566,1,54,1,15.868114626637547,"McDonalds/KFC, None",9.1,1074.9668837461957,High
199.91083317438253,1.1953321528269245,146.6720565368809,19,49,4,9.970814859666811,"Zomato/Swiggy, Uber/Ola, Amazon",19.5,760.0157207363328,High
422.53292886034234,0.35429819017938513,147.67647660540402,5,59,1,1.489312077188989,McDonalds/KFC,9.1,723.6550133598936,High
851.9334370242011,17.56233444211364,197.40175006179183,11,26,4,15.6510978123267,"Zomato/Swiggy, Netflix",5.4,1413.5070501662371,High
816.5278236054355,16.18172631606689,125.39497568046131,15,28,4,2.5612929777969384,Apple/Samsung,15.0,1167.4342845920733,High
643.5559219671693,11.356427610009415,179.9090376171811,13,6,4,13.18951255291842,"McDonalds/KFC, None, Amazon",17.6,1184.5834601266556,High
305.90011794255923,19.97446509075428,10.916062117905412,3,59,2,16.265160664386013,"Zomato/Swiggy, Netflix, Apple/Samsung",20.4,522.6876688302723,Medium
319.8335261182387,19.061041444032824,113.2444689621297,7,49,5,6.371113277139832,"H&M/Zara, McDonalds/KFC",20.4,705.8289161188269,High
167.8028448929354,13.102179414294127,183.96960494043913,11,2,6,9.533023151996593,H&M/Zara,11.3,783.5080923321747,High
925.7609900966141,9.29149134080507,57.448847035639105,13,4,2,1.272381001530516,Uber/Ola,6.8,1045.6341408449798,High
214.28493890747308,3.043414322262592,30.97532075884184,19,54,6,16.273628792207823,"None, Apple/Samsung",15.0,561.0453522096255,Medium
594.2422711209111,10.311876105087048,70.10203201935205,12,12,6,14.361960708495566,"Zomato/Swiggy, Netflix, Uber/Ola",12.2,943.460303935069,High
605.1338461330073,3.1548734577105453,158.44723344885375,4,15,1,5.396360493369018,Zomato/Swiggy,4.2,940.3477799082581,High
401.1251691355054,7.96902608492378,16.940162936263125,11,53,5,8.414297759449996,"Amazon, H&M/Zara",19.8,585.2368038617935,Medium
384.8925379551824,18.85296216865502,120.06773167381688,9,11,6,14.211013534221117,"Amazon, Uber/Ola, Netflix",16.5,835.1297340424361,High
685.1589976303657,6.839579786712749,27.126321168855295,18,38,5,7.805099315172927,H&M/Zara,11.3,884.2437003997644,High
418.8828890511121,3.0557454728693423,87.10648830944925,12,26,5,4.085880735596296,"Uber/Ola, None, H&M/Zara",18.1,759.2594463929369,High
292.3596236711007,11.647932084724292,193.19540031033114,8,53,0,10.851605048680257,"None, Zomato/Swiggy",4.2,839.5568099720209,High
429.1751172800294,12.047283482549442,39.028853969377295,10,44,1,14.747783835442357,"Zomato/Swiggy, Amazon",12.7,676.8381197815145,Medium
817.2789737822687,3.8760848493583167,6.803309769206467,4,59,2,7.095380633055972,McDonalds/KFC,9.1,764.8313036876311,High
968.1545323746263,3.9317317516392047,85.44066779560853,12,32,5,3.313673161244698,Zomato/Swiggy,4.2,1144.2985091075293,High
654.1527189311525,19.79099582649654,115.539117538031,9,14,6,16.761339074427557,"Uber/Ola, Netflix, Amazon",16.5,1081.7914485684803,High
792.9961642099012,4.86562145724424,59.503547006278936,17,20,5,5.803235462495339,"Amazon, Uber/Ola",15.3,1021.2755876276664,High
556.1836182469797,16.763840695671682,108.35360067533848,14,43,6,10.743484128025523,Zomato/Swiggy,4.2,968.108742132978,High
643.581984988766,9.40647651091959,190.68038925039744,19,16,3,14.135519840295618,None,0.0,1265.231194656916,High
988.6823238997318,8.69978477825456,62.354157483224085,11,54,5,7.024428807490194,"Apple/Samsung, Uber/Ola, McDonalds/KFC",30.9,1160.332602706627,High
466.4979214668159,5.899248323275048,61.88540623985816,3,51,5,13.324094210075948,"McDonalds/KFC, Netflix, Uber/Ola",17.099999999999998,711.6060358431772,High
112.94196210648994,15.476515937846616,96.55357957619086,4,36,3,9.734480622389038,"Netflix, McDonalds/KFC, Apple/Samsung",25.3,498.74118588762076,Medium
959.1565719283869,17.613217568831097,103.06326717827088,7,48,1,11.838296447353077,McDonalds/KFC,9.1,1194.096182269873,High
803.4086348583703,5.222549231181606,0.2731851750170433,4,55,2,12.22094596872191,Zomato/Swiggy,4.2,751.9435298942116,High
428.3948494703928,1.9019333869822797,123.17502624096797,0,14,4,16.65886305104084,None,0.0,771.1404699905534,High
983.2753009416303,2.7383910577121973,199.47146973294215,17,19,2,13.470199195271393,None,0.0,1481.8600462201398,High
378.2589628311949,15.856070695324881,58.40160989409131,18,18,1,6.0218271515038,Amazon,8.5,683.8844897299049,Medium
403.5141862076273,8.716538226392515,126.16200925330583,18,0,2,2.132482481630479,"H&M/Zara, Netflix",12.5,796.1135897007717,High
629.2447855304248,2.6382931682144584,0.9243310068013377,9,3,3,1.037725337427522,Zomato/Swiggy,4.2,635.565801511796,Medium
310.6300168475889,6.805764128392491,120.86532245937964,8,2,5,18.183930310572915,"Apple/Samsung, Amazon, McDonalds/KFC",32.6,821.0611437057008,High
713.6429108741961,10.28470965706106,89.41366188556358,0,7,5,18.90009098424192,"Amazon, Uber/Ola",15.3,980.3997870922268,High
195.20778875298063,17.041033676900163,106.05863069293473,19,40,4,2.7881182656286905,"Netflix, H&M/Zara, Apple/Samsung",27.5,629.5948894817942,Medium
152.62405339024585,12.8348650845035,108.78099349847675,2,43,1,10.254018747362712,"Netflix, H&M/Zara, None",12.5,508.5058537427325,Medium
558.1341071859479,3.520656021600015,35.39059385997074,12,4,5,3.8803088657501545,"Uber/Ola, Apple/Samsung",21.8,705.3914224562908,High
577.7189982746811,3.174054247166729,153.99362437585808,5,8,1,19.026232647377608,"Netflix, Amazon",9.7,986.7822491520488,High
151.32231614820608,8.24668431266645,111.09392420206781,5,0,0,5.689817819627951,"Zomato/Swiggy, Apple/Samsung, None",19.2,490.8224020371629,Medium
965.9674480745936,1.5038569540351276,54.038891899398834,17,54,6,10.53129481634298,"McDonalds/KFC, Amazon, None",17.6,1191.0847714317538,High
594.6223247267295,15.111543905677461,187.4763093130865,4,42,4,4.146783642925419,Uber/Ola,6.8,1041.961080614234,High
193.48324287207979,8.029076406075442,2.5547420008112054,16,29,6,7.322460605558184,"Apple/Samsung, Uber/Ola",21.8,430.14208652243286,Medium
345.87039811568405,6.860475455627806,145.18744279995784,2,6,1,6.069320857616438,None,0.0,692.0930320982426,Medium
810.2225032365045,10.182166647828716,76.24703713142075,4,21,2,10.033094816471527,"Zomato/Swiggy, McDonalds/KFC, None",13.3,985.7813424465961,High
547.0699514722553,14.179136075256956,104.50896626226138,2,19,2,8.97585727842082,"Zomato/Swiggy, None",4.2,840.1133255504631,High
228.7409311192278,11.386938889861042,58.30194988911632,12,28,2,7.28515809740713,"Amazon, H&M/Zara, Uber/Ola",26.6,524.3130249090325,Medium
147.7065234587145,16.04805563443974,64.25043525267064,14,26,2,3.0116747353198297,"Netflix, Amazon",9.7,478.81066400678424,Medium
459.23569162561057,12.587251277402348,3.0332429221802792,16,24,1,10.205253418132015,"McDonalds/KFC, Zomato/Swiggy, Amazon",21.8,626.5439792438032,Medium
370.5439732521125,15.759405348165277,145.96901774238046,14,45,3,17.153952343739494,"McDonalds/KFC, Zomato/Swiggy",13.3,939.9537799310924,High
673.1214848578747,13.935645471293498,142.1596821601437,4,34,4,14.874243395125754,"McDonalds/KFC, Uber/Ola",15.899999999999999,1078.2902608558302,High
928.9846376036071,3.86245680527473,130.87164008144444,13,26,2,14.69092279909072,H&M/Zara,11.3,1288.651239564785,High
285.3437714854509,1.0470890037159752,175.59013611680157,10,10,1,7.955742998160865,"None, H&M/Zara",11.3,787.137842579221,High
862.4722366187029,18.06793601006763,180.2535161116868,13,16,5,14.459962532958976,"Uber/Ola, Netflix, Apple/Samsung",23.0,1431.426667203439,High
924.4388795229405,18.913123307641683,111.28886388505109,6,30,5,9.845098146598454,"Uber/Ola, Zomato/Swiggy, McDonalds/KFC",20.1,1239.132239145787,High
906.9024694964064,14.538645932629443,136.96469841341255,2,17,1,3.8552457259252164,Amazon,8.5,1138.7494381825375,High
954.4734634481636,14.48411645391898,2.199680214091959,19,18,2,8.96194524958297,"Apple/Samsung, Zomato/Swiggy, McDonalds/KFC",28.3,1105.864822996487,High
850.0031910228115,5.40294160988219,169.26861177503974,9,49,0,3.5220339896003514,Amazon,8.5,1200.0768634289645,High
613.8117051268366,10.848834177636657,163.2826848258995,10,37,1,3.1751735592241817,"H&M/Zara, McDonalds/KFC, Netflix",21.6,1052.1654704619577,High
439.3537937747298,19.844793274092165,4.04972368469898,5,28,4,1.4381268606946038,"Apple/Samsung, Netflix, Amazon",24.7,479.7516292794887,Medium
517.1033967320827,17.12287196140039,108.56504334834365,4,14,4,6.374231718418915,"None, Zomato/Swiggy",4.2,841.2637931041138,High
878.981566133706,6.087887051039933,181.3311140874539,19,6,0,7.286620900596952,"McDonalds/KFC, None, Uber/Ola",15.899999999999999,1373.3942577756154,High
336.3284585463233,6.020917313957808,36.27759740625609,12,36,5,14.28943054583136,Netflix,1.2,593.7859157258071,Medium
201.29860962403967,9.671545822961182,70.52898431141963,11,36,5,11.22209091281089,"Amazon, Uber/Ola, Apple/Samsung",30.3,526.1037578059376,Medium
183.7782572271054,8.09197332335569,66.21073570373622,18,6,1,17.31054452901293,Zomato/Swiggy,4.2,562.7164647703089,Medium
835.6448794097504,7.423060925603493,71.1880950799503,18,21,0,4.352941907407473,"McDonalds/KFC, None",9.1,1020.8249356213435,High
773.4114020135928,12.539438176122067,8.377206091020417,4,11,1,6.053176271336467,"McDonalds/KFC, Netflix",10.299999999999999,797.7086663984396,High
522.7630739940245,0.22984939267075122,55.80353675307328,19,7,1,18.880446111724897,Zomato/Swiggy,4.2,800.6139599410579,High
311.1278566875455,15.266792720665537,58.97126254004712,8,56,0,9.436859707816472,Zomato/Swiggy,4.2,568.1580993352869,Medium
693.7325167654808,14.801059933515699,173.1744096979182,3,17,5,15.991967917924459,"None, Netflix, H&M/Zara",12.5,1171.4283066193816,High
86.51144256084632,16.606513611894023,70.42320142634051,14,27,6,10.351185324340294,H&M/Zara,11.3,524.4662924003728,Medium
589.8164248833283,16.829013466136267,89.44334797871028,2,17,3,9.950627483489203,"Zomato/Swiggy, Uber/Ola, McDonalds/KFC",20.1,859.9015293024014,High
428.50391030249045,11.327993895209369,76.14761197607774,6,30,2,3.8142094725632054,"Amazon, None, McDonalds/KFC",17.6,646.8453616349877,Medium
978.9666521213701,15.601478712465813,24.134689920316355,19,16,2,17.172792608023137,"H&M/Zara, Amazon",19.8,1168.6027649599544,High
532.1822366549997,9.847902509610385,198.0713515451248,19,22,2,2.488750330405058,H&M/Zara,11.3,1095.1989105021512,High
574.6543648277544,19.03059672836601,165.16503814094617,13,10,0,6.894960798407789,McDonalds/KFC,9.1,993.9371988852819,High
726.7445302706782,3.8139705957486947,108.18406140547336,13,14,1,13.795893362683408,"Apple/Samsung, McDonalds/KFC",24.1,1102.905308364189,High
510.31155706936437,18.312341841477988,95.27289887783428,8,29,6,10.637893465352567,"Zomato/Swiggy, Amazon",12.7,896.9591342126903,High
263.3401883129139,5.170607225354463,129.85094509260182,2,51,6,17.746188212459188,Uber/Ola,6.8,701.6421063573139,High
560.4139542210256,2.0544674737370405,65.28622970464764,8,30,1,1.7466611029704024,"H&M/Zara, Amazon, Netflix",21.0,733.0924174387955,High
947.0554273461844,8.782088948139348,10.056574070895707,3,56,4,13.338742870494874,Amazon,8.5,964.193584349936,High
439.41543876004823,12.298344848321188,80.86336272293744,16,5,6,10.071843941915372,"H&M/Zara, Amazon, None",19.8,833.912813376108,High
695.6589072496894,4.619797463999045,196.79551548157215,5,11,1,3.931924645885368,"H&M/Zara, None",11.3,1135.9666087254736,High
979.1324794414007,11.115924822885956,36.469361175544556,15,22,5,15.121786235139275,H&M/Zara,11.3,1164.6553290693382,High
838.4261973343159,16.157867138690094,105.54105843059448,17,38,3,8.814830252714454,McDonalds/KFC,9.1,1204.3725891892984,High
676.0824264291575,5.141699316074455,1.7042792643157334,12,39,2,11.100056180496987,Uber/Ola,6.8,715.0958824039221,High
749.1966639139886,11.60644491828406,24.40630303571696,6,35,6,19.378055260899057,Zomato/Swiggy,4.2,916.8227598990726,High
939.6590856162213,6.786251923861606,117.43834009342342,2,34,5,10.238371539478583,"Netflix, Uber/Ola, Apple/Samsung",23.0,1194.9938178874716,High
961.7644991803388,10.595369350609605,59.48278590156699,5,2,5,16.64408444561421,"H&M/Zara, Apple/Samsung",26.3,1148.8928377644713,High
970.519723805896,13.338380391499388,181.13689729212496,2,41,6,15.621972943483641,"McDonalds/KFC, H&M/Zara",20.4,1419.187165115444,High
644.3595467923959,7.008451436321847,81.23395319144694,11,55,6,13.59233723876218,"Netflix, H&M/Zara, Amazon",21.0,958.3135424955454,High
415.4760673719747,19.88965764904268,41.6067194262105,4,27,3,18.039430723656338,"Apple/Samsung, Zomato/Swiggy",19.2,696.2535609975478,Medium
176.49547250848494,11.275503968592817,109.11835385694071,16,14,2,5.780431291806437,"None, Netflix",1.2,598.0175047326845,Medium
416.27060127338274,16.489231181858774,158.99472703519254,9,12,6,16.5946533978856,H&M/Zara,11.3,1032.9616539240487,High
945.8076819988381,14.502704458215822,3.883939239478962,6,18,0,8.177962279549508,None,0.0,902.9908649269348,High
895.3072265627701,17.056106274058955,101.10402372600826,3,39,3,16.437326911543206,"Netflix, McDonalds/KFC",10.299999999999999,1181.036409287001,High
547.4766789597347,3.4760190907713584,154.68531134542926,9,17,5,10.38198500636471,Netflix,1.2,998.9546663448442,High
560.1569222642279,4.451074194553419,20.71773092640583,6,30,6,17.29647580592148,"Zomato/Swiggy, Netflix",5.4,708.6308786283702,High
343.47433211522105,9.748223557805805,180.5597037866291,10,36,1,18.00202721616674,"Amazon, H&M/Zara, McDonalds/KFC",28.9,920.6277918145789,High
481.7824955669574,17.046573529708844,52.90348199336987,7,20,2,12.355233637998195,Apple/Samsung,15.0,714.1392928493951,High
728.7260692424254,3.9521316278171748,34.120721542565356,7,38,4,10.644912179793653,McDonalds/KFC,9.1,814.8587443857112,High
432.30918936540235,19.421316642145968,117.85121458053491,4,4,3,15.88232272331435,"McDonalds/KFC, Zomato/Swiggy",13.3,826.5501572882948,High
228.58467847223216,2.552046166302828,35.00622916360578,4,56,5,6.072737860404293,"H&M/Zara, Netflix, Amazon",21.0,405.73827372270483,Medium
563.8165998838239,3.50155890361016,135.94030407423642,6,50,0,1.2916249437293739,H&M/Zara,11.3,901.2772966875651,High
264.0700658816116,3.3446756673215083,98.020416399686,3,56,5,8.734797072340621,Netflix,1.2,597.7716557539145,Medium
975.5731782119701,11.72011906069239,21.991192352435984,1,16,4,10.64770852503876,Amazon,8.5,981.2015017717351,High
420.82291831135643,18.350821631932718,182.49802691640963,18,18,6,6.647991669336373,"Uber/Ola, Zomato/Swiggy, H&M/Zara",22.3,1077.6069146935722,High
914.1817230286604,5.102227743328767,134.64108199271004,1,3,6,8.28387575301758,"None, Apple/Samsung",15.0,1181.438984833986,High
264.2762967734431,11.060737069171228,109.1986053067536,15,53,0,3.5281064254057983,McDonalds/KFC,9.1,626.1919778620648,Medium
229.74855504048762,3.515450200949215,74.86812307002614,11,25,2,6.268508163988086,"McDonalds/KFC, Netflix",10.299999999999999,513.8234122372498,Medium
636.0560725877505,12.62273792415597,26.97198093409434,14,23,3,5.561811610376897,"Netflix, None",1.2,738.0250489057564,High
790.4101243881546,2.464926723590235,141.50367421226443,9,38,0,6.718750222708633,"Apple/Samsung, None",15.0,1070.1386557810795,High
588.4263356597569,9.826215350253957,162.73116400581188,5,55,4,6.6820281002723965,McDonalds/KFC,9.1,1019.0269181544332,High
268.3058994249964,13.103636273537349,25.16376998766252,12,53,5,11.620399049904655,"Netflix, McDonalds/KFC, Amazon",18.8,557.7373219708157,Medium
85.99964473979625,11.582558335110205,98.91352490762849,5,37,4,5.761341863725382,"Netflix, None",1.2,384.00463723583823,Medium
637.3743801314549,2.80000965401485,96.96923739849792,1,45,1,18.878264003457883,"Netflix, Uber/Ola",8.0,918.936822487018,High
174.4853640972709,3.2274674302965867,69.98234164399352,13,53,0,10.714221776903363,"Netflix, Apple/Samsung",16.2,514.8129368385495,Medium
376.01756768071465,13.427820096499765,157.86837907836102,17,18,3,3.4503541217855807,"Amazon, None, Apple/Samsung",23.5,897.1760643863853,High
691.9955159876699,16.178185921795524,19.905956761369392,5,29,3,6.312519139961394,Amazon,8.5,775.4059449745145,High
143.1222685537853,18.161488050591817,41.003844974418,18,25,5,14.865392426577426,"None, Netflix",1.2,562.5284438038523,Medium
170.888905794758,16.27223030692234,0.32055378370134946,13,51,5,1.2595217292338217,"Netflix, H&M/Zara, Apple/Samsung",27.5,381.43394990071835,Medium
108.58289694203393,19.478477577743895,74.59707761660297,12,10,6,18.81854173774207,"H&M/Zara, Uber/Ola, McDonalds/KFC",27.2,600.6500569736191,Medium
996.2751724614852,8.165036083302708,58.2356335800744,7,53,5,9.458361512790317,Apple/Samsung,15.0,1121.79487138572,High
417.7229301715022,6.623315084440686,173.3987967516313,4,38,1,10.900501436068938,"Amazon, Apple/Samsung, Netflix",24.7,879.9878241334139,High
910.5054093479029,0.5636810469023379,149.16204881523097,12,2,4,19.779832480951033,"None, Amazon",8.5,1350.5320702970216,High
